PULocationID,DOLocationID,pickup_hour,num_trips,GCT_Taxi,GCT_UAM_Early,GCT_UAM_Mid,GCT_UAM_Mature
161,1,6,2249,105.53,85.5847351768901,57.3682782831859,29.2409037224129
161,1,7,2260,108.72,85.5847351768901,57.3682782831859,29.2409037224129
161,1,8,1784,113.3,85.5847351768901,57.3682782831859,29.2409037224129
161,1,9,2183,115.1,85.5847351768901,57.3682782831859,29.2409037224129
161,1,10,2411,117.92,85.5847351768901,57.3682782831859,29.2409037224129
161,1,11,3208,122.45,85.5847351768901,57.3682782831859,29.2409037224129
161,1,12,4057,136.58,85.5847351768901,57.3682782831859,29.2409037224129
161,1,13,5078,134.7,85.5847351768901,57.3682782831859,29.2409037224129
161,1,14,6079,145.07,85.5847351768901,57.3682782831859,29.2409037224129
161,1,15,5975,156.42,85.5847351768901,57.3682782831859,29.2409037224129
161,1,16,4758,166.57,85.5847351768901,57.3682782831859,29.2409037224129
161,1,17,3348,977.93,85.5847351768901,57.3682782831859,29.2409037224129
161,1,18,2158,155.14,85.5847351768901,57.3682782831859,29.2409037224129
161,1,19,1156,120.25,85.5847351768901,57.3682782831859,29.2409037224129
161,1,20,574,115.2,85.5847351768901,57.3682782831859,29.2409037224129
161,1,21,194,117.46,85.5847351768901,57.3682782831859,29.2409037224129
161,1,22,91,124.56,85.5847351768901,57.3682782831859,29.2409037224129
161,1,23,64,122.53,85.5847351768901,57.3682782831859,29.2409037224129
162,1,0,15,108.25,81.7839405922205,54.8205687999482,27.9423232186667
162,1,1,46,93.64,81.7839405922205,54.8205687999482,27.9423232186667
162,1,2,137,95.89,81.7839405922205,54.8205687999482,27.9423232186667
162,1,3,549,100.72,81.7839405922205,54.8205687999482,27.9423232186667
162,1,4,1389,102.19,81.7839405922205,54.8205687999482,27.9423232186667
162,1,5,1881,102.97,81.7839405922205,54.8205687999482,27.9423232186667
162,1,6,1981,103.54,81.7839405922205,54.8205687999482,27.9423232186667
162,1,7,1764,106.45,81.7839405922205,54.8205687999482,27.9423232186667
162,1,8,1447,112.3,81.7839405922205,54.8205687999482,27.9423232186667
162,1,9,1584,117.49,81.7839405922205,54.8205687999482,27.9423232186667
162,1,10,1710,119.95,81.7839405922205,54.8205687999482,27.9423232186667
162,1,11,2177,123.3,81.7839405922205,54.8205687999482,27.9423232186667
